"gender","Dependents","tenure","PhoneService","MultipleLines","InternetService","StreamingTV","StreamingMovies","Contract","PaymentMethod","MonthlyCharges","TotalCharges","DailyCharges","Churn"
"Male","No",12,"Yes","No","No","No internet service","No internet service","Month-to-month","Mailed check",20.25,1415.425,4.05,"Yes"
"Female","No",5,"Yes","No","No","No internet service","No internet service","Month-to-month","Credit card (automatic)",19.65,92.05,3.93,"No"
"Male","No",1,"Yes",NA,"Fiber optic","Yes","Yes","Month-to-month","Electronic check",70.3,93.55,14.05,"Yes"
"Female","Yes",39,"Yes","No","DSL","No","No","Month-to-month",NA,70.3,2066,14.05,"No"
"Female","Yes",56,"Yes","No","Fiber optic","No","No","Two year","Bank transfer (automatic)",80.3,4513.65,16.06,"No"
"Female","No",1,"No","No phone service","DSL","No","No","Month-to-month","Mailed check",30.55,30.55,6.11,"No"
"Male","No",3,"Yes","No","Fiber optic","Yes","No",NA,NA,70.3,260.9,14.05,"Yes"
"Female","No",69,"Yes","Yes","DSL","No","Yes","One year","Credit card (automatic)",78.6,5356.45,15.72,NA
"Male","No",24,"Yes","No","Fiber optic","No",NA,"Month-to-month",NA,70.3,1732.6,14.05,"No"
"Female","Yes",72,"Yes","No","Fiber optic","Yes","Yes","Two year","Bank transfer (automatic)",108.3,7679.65,21.66,NA
"Male","Yes",44,"Yes","Yes","DSL","No","Yes","One year",NA,75.8,5293.95,15.16,"Yes"
"Male","No",24,"Yes","Yes","Fiber optic","Yes","No","Month-to-month","Mailed check",89.85,1415.425,17.97,"Yes"
"Female","No",33,"Yes","Yes","DSL","No","No","Month-to-month","Mailed check",60.9,2033.85,12.18,"No"
"Female","No",10,"Yes","Yes","Fiber optic","No","No","Month-to-month","Credit card (automatic)",81,818.05,16.2,"Yes"
"Male","No",12,"No","No phone service","DSL","No","No","Month-to-month",NA,30.75,805.1,6.15,"Yes"
"Male","No",40,"Yes","Yes","Fiber optic","No","No","Month-to-month","Electronic check",81.2,3292.3,16.24,"No"
"Male","Yes",15,"Yes","No","DSL","No","Yes","One year","Mailed check",70.3,950.75,14.05,"No"
"Female","No",25,"Yes","Yes","DSL","Yes","No","Month-to-month",NA,69.5,1752.65,13.9,NA
"Male","No",41,"Yes","Yes","DSL","No",NA,"One year","Mailed check",65,2531.8,13,"No"
"Male","No",48,NA,NA,"Fiber optic","Yes","Yes","Month-to-month","Bank transfer (automatic)",111.45,5315.1,22.29,"No"
"Male","No",51,"Yes","Yes","DSL","Yes","Yes","Two year","Bank transfer (automatic)",75.2,3901.25,15.04,"No"
"Male","No",65,"Yes","Yes","Fiber optic","No","Yes","Month-to-month","Electronic check",70.3,5931,14.05,"No"
"Male","Yes",72,"Yes","Yes","No","No internet service","No internet service","Two year","Credit card (automatic)",70.3,1734.65,14.05,"No"
"Female","No",60,"Yes","Yes","No","No internet service","No internet service",NA,"Mailed check",25,1505.05,5,"No"
"Male","No",16,"Yes","No","No","No internet service","No internet service","Month-to-month","Mailed check",70.3,275.7,14.05,"No"
"Female","No",72,"Yes","Yes","Fiber optic","No","No","Two year","Bank transfer (automatic)",96.6,6827.5,19.32,"No"
"Male","No",72,"Yes","No","DSL","Yes","No","Two year","Bank transfer (automatic)",74.4,5360.75,14.88,"No"
"Male","No",1,"Yes","Yes",NA,"Yes","No",NA,"Electronic check",70.3,84.5,14.05,"Yes"
"Female","Yes",64,"Yes","Yes","Fiber optic","Yes",NA,"Two year","Bank transfer (automatic)",105.65,6717.9,21.13,"No"
"Male","Yes",72,"Yes","Yes","No","No internet service","No internet service","Two year","Credit card (automatic)",25.1,1790.8,5.02,"No"
"Male","Yes",68,"Yes","No",NA,"Yes","Yes","Two year","Bank transfer (automatic)",72.95,4953.25,14.59,"No"
"Male","Yes",5,"Yes","Yes","No","No internet service","No internet service","Month-to-month","Bank transfer (automatic)",25.9,135,5.18,"Yes"
"Female","Yes",72,"Yes","No","DSL","Yes","No","Two year",NA,68.4,4855.35,13.68,"No"
"Male","No",40,"Yes","Yes","Fiber optic","Yes","Yes","Month-to-month",NA,101.3,1415.425,20.26,"Yes"
"Female","Yes",57,"Yes","No","Fiber optic","Yes","Yes",NA,"Electronic check",95,5535.8,19,"No"
"Male","No",71,"Yes","No","Fiber optic","Yes","Yes","Two year","Electronic check",105.25,7291.75,21.05,"No"
"Male","No",59,"Yes","Yes",NA,"No","Yes","One year","Electronic check",85.55,5084.65,17.11,"Yes"
"Male","Yes",50,"No","No phone service","DSL","Yes","No","One year","Bank transfer (automatic)",43.05,2208.05,8.61,NA
"Female","Yes",12,"Yes","No","DSL",NA,"No","Month-to-month","Credit card (automatic)",70.3,740.55,14.05,"No"
"Female","No",72,"Yes","Yes","Fiber optic","Yes","Yes","One year","Electronic check",101.35,7323.15,20.27,"No"
"Female","No",1,"Yes","No","Fiber optic","No","No","Month-to-month","Electronic check",70.3,1415.425,14.05,"Yes"
"Male","No",1,"Yes","No","Fiber optic","Yes","Yes","Month-to-month","Electronic check",94.4,1415.425,18.88,"Yes"
"Male","No",9,"No","No phone service","DSL","Yes","Yes","Month-to-month","Electronic check",45.4,418.8,9.08,"Yes"
"Male","No",24,"No","No phone service","DSL","Yes","Yes",NA,"Mailed check",50.6,1288.75,10.12,"No"
"Female","Yes",15,"Yes",NA,"DSL","No","Yes","Month-to-month","Electronic check",59.45,892.65,11.89,"Yes"
"Female","No",58,"Yes","Yes","No","No internet service","No internet service","Two year","Credit card (automatic)",24.7,1519,4.94,"No"
"Female","No",45,"Yes","No","DSL","No","No","One year","Credit card (automatic)",62.55,2796.45,12.51,"No"
"Female","No",35,"Yes","Yes",NA,"Yes","Yes","One year","Electronic check",108.35,3726.15,21.67,"No"
"Male","No",9,"Yes","No","Fiber optic","Yes","No","Month-to-month","Mailed check",70.3,890.6,14.05,"Yes"
"Male","No",13,"Yes","No","No","No internet service","No internet service","Two year","Mailed check",19.95,1415.425,3.99,NA
"Female","No",9,NA,"No","DSL","No","No","Month-to-month","Electronic check",43.75,405.7,8.75,"No"
"Female","No",58,"Yes","Yes","Fiber optic","Yes",NA,"One year","Electronic check",107.75,6332.75,21.55,"No"
"Female","No",6,"Yes","No","No","No internet service","No internet service","Month-to-month","Mailed check",20.7,112.75,4.14,"No"
"Female","No",15,"Yes","No","No","No internet service","No internet service","Month-to-month","Bank transfer (automatic)",19.4,289.3,3.88,"Yes"
"Male","No",25,"Yes","Yes","Fiber optic","Yes","No","Month-to-month","Electronic check",88.95,1415.425,17.79,"Yes"
"Female","No",44,"No","No phone service","DSL","Yes","Yes",NA,"Electronic check",70.3,2265,14.05,"No"
"Male","Yes",70,"Yes","Yes","No","No internet service","No internet service","Two year","Mailed check",25.4,1782.05,5.08,NA
"Female","Yes",64,"Yes","No","Fiber optic","No",NA,"Two year","Credit card (automatic)",70.35,3533.6,14.07,"No"
"Female","No",67,"Yes","Yes","Fiber optic","Yes","Yes","One year","Electronic check",70.3,7112.15,14.05,"No"
"Female","Yes",56,"Yes","Yes","DSL","No","Yes","One year","Bank transfer (automatic)",68.75,3808,13.75,"No"
"Male","No",12,"Yes","Yes","Fiber optic",NA,"Yes","Month-to-month","Electronic check",86.8,620.35,17.36,"Yes"
"Male","Yes",41,"Yes","Yes","Fiber optic","Yes","Yes",NA,"Electronic check",102.6,4213.35,20.52,"Yes"
"Male","No",1,"Yes","Yes","Fiber optic","No","No","Month-to-month","Electronic check",70.3,74.4,14.05,"Yes"
"Female","No",11,"Yes","No","DSL","No","Yes","One year","Credit card (automatic)",70.3,697.25,14.05,"No"
"Female","No",35,"Yes","No","DSL","No","Yes","Month-to-month","Electronic check",62.1,2096.1,12.42,"No"
"Female","No",12,"Yes",NA,"No","No internet service","No internet service","Month-to-month","Mailed check",20.05,91.45,4.01,"No"
"Female","No",51,NA,"No","DSL","No","No",NA,"Bank transfer (automatic)",60.5,3145.15,12.1,"No"
"Female","No",17,NA,"No","DSL","No","No","Month-to-month","Mailed check",70.3,900.5,14.05,"Yes"
"Female","No",68,"Yes","Yes","Fiber optic","Yes","Yes","Two year","Bank transfer (automatic)",114.9,7843.55,22.98,NA
"Female","Yes",32,"Yes","Yes","Fiber optic","Yes","Yes","One year","Credit card (automatic)",104.05,1415.425,20.81,"No"
"Female","Yes",26,"Yes","No","No","No internet service","No internet service","Month-to-month","Credit card (automatic)",20.25,493.95,4.05,"No"
"Female","Yes",61,"Yes","Yes","DSL","No",NA,"One year","Electronic check",79.4,4820.55,15.88,"No"
"Female","No",6,"Yes","No","No","No internet service","No internet service","Month-to-month",NA,20.2,123.65,4.04,"No"
"Male","No",4,"Yes","No","DSL","Yes","No",NA,"Electronic check",61.3,249.4,12.26,"No"
"Male","Yes",50,"Yes","No","DSL","No","No","One year","Bank transfer (automatic)",70.3,2230.85,14.05,"No"
"Female","No",7,"Yes","No","Fiber optic","Yes","Yes",NA,"Electronic check",100.4,715,20.08,"No"
"Male","No",20,"Yes","No","Fiber optic","No","No",NA,"Electronic check",73.65,1463.5,14.73,"Yes"
"Male","Yes",12,"Yes","Yes","Fiber optic","No","No","Month-to-month","Credit card (automatic)",80.8,332.45,16.16,"Yes"
"Male","Yes",70,"Yes","Yes","DSL","Yes",NA,"Two year","Bank transfer (automatic)",79.25,5731.85,15.85,NA
"Female","No",22,"Yes","No","No","No internet service","No internet service","One year","Bank transfer (automatic)",20.85,450.65,4.17,"No"
"Female","Yes",52,"Yes","Yes","No","No internet service","No internet service","Two year",NA,23.05,1255.1,4.61,NA
"Male","Yes",12,"Yes","Yes","Fiber optic","Yes","No","Month-to-month","Electronic check",88.75,1885.15,17.75,"No"
"Female","No",36,"Yes","No","Fiber optic","Yes","Yes","Month-to-month","Credit card (automatic)",70.3,3565.65,14.05,NA
"Female","No",70,"Yes","No","No","No internet service","No internet service","Two year","Bank transfer (automatic)",19.45,1303.5,3.89,"No"
"Female","Yes",27,"Yes","No","No","No internet service","No internet service","Two year","Mailed check",19.9,550.1,3.98,"No"
"Male","Yes",55,"Yes","No","No","No internet service","No internet service","Two year","Bank transfer (automatic)",19.35,1153.25,3.87,"No"
"Female","No",2,"Yes","Yes","Fiber optic","No","No",NA,NA,75.9,1415.425,15.18,"Yes"
"Female","No",35,"Yes",NA,"No","No internet service","No internet service","One year","Mailed check",21.1,741,4.22,"No"
"Male","Yes",27,"Yes","Yes","Fiber optic","No","No","Month-to-month","Bank transfer (automatic)",75.75,1929,15.15,"No"
"Female","Yes",62,"Yes","No","DSL","Yes","Yes","Two year","Mailed check",81,4985.9,16.2,"No"
"Male","No",57,"Yes","Yes","Fiber optic","Yes","Yes","Month-to-month","Electronic check",100.6,1415.425,20.12,NA
"Male","No",11,"Yes","No","Fiber optic","No","No","Month-to-month","Electronic check",70.2,834.7,14.04,"No"
"Male","No",44,"Yes","Yes","Fiber optic","No","Yes","One year","Mailed check",88.4,3912.9,17.68,"Yes"
"Female","Yes",72,"Yes","Yes","Fiber optic","No","No","Two year","Bank transfer (automatic)",70.3,6563.4,14.05,"No"
"Male","No",39,"Yes",NA,"DSL","Yes","Yes","One year",NA,80,3182.95,16,"Yes"
"Male","No",12,"Yes","No","DSL",NA,"No","Month-to-month","Mailed check",53.75,1415.425,10.75,"No"
"Male","No",69,"Yes","Yes","Fiber optic","Yes","Yes","Two year","Bank transfer (automatic)",106.5,7348.8,21.3,"Yes"
"Female","No",52,"No","No phone service","DSL","Yes","Yes","Two year","Credit card (automatic)",70.3,3330.1,14.05,"No"
"Male","No",62,"Yes","No","DSL","No","No",NA,"Credit card (automatic)",60.15,3753.2,12.03,"No"
"Male","No",70,"Yes","Yes","DSL","Yes",NA,"Two year","Credit card (automatic)",90.05,1415.425,18.01,"No"
"Male","No",29,"Yes","Yes","DSL",NA,"Yes",NA,"Bank transfer (automatic)",81.75,2028.8,16.35,"No"
"Female","No",47,"Yes","No",NA,NA,"Yes","One year","Electronic check",103.7,4730.6,20.74,"No"
"Female","Yes",20,"Yes","No","No","No internet service","No internet service","Month-to-month",NA,20,417.65,4,"No"
"Female","No",49,"Yes","Yes","Fiber optic","No","Yes",NA,"Credit card (automatic)",90.85,4515.85,18.17,"Yes"
"Male","No",12,"Yes","No","DSL","Yes","Yes","Month-to-month","Mailed check",70.3,1902,14.05,"No"
"Male","Yes",62,"Yes","No","No","No internet service","No internet service","One year","Bank transfer (automatic)",19.95,1244.8,3.99,"No"
"Female","Yes",64,"Yes","Yes","Fiber optic","No","Yes","Two year","Credit card (automatic)",95.75,6849.4,19.15,"No"
"Male","No",25,"Yes","No","Fiber optic","No","No",NA,"Mailed check",70.95,1767.35,14.19,"Yes"
"Male","No",7,NA,NA,"Fiber optic","No","No","Month-to-month","Mailed check",74.4,527.9,14.88,NA
"Female","No",7,"Yes","No","Fiber optic","No",NA,"Month-to-month","Bank transfer (automatic)",69.85,1415.425,13.97,"No"
"Male","Yes",1,"Yes","No","Fiber optic","No","No","Month-to-month","Electronic check",70,70,14,"Yes"
"Female","No",36,"No","No phone service","DSL",NA,"Yes","Two year","Mailed check",53.1,1901.25,10.62,"No"
"Female","Yes",61,"Yes","Yes","Fiber optic","Yes","Yes","Two year",NA,106.6,6428.4,21.32,"Yes"
"Female","No",56,"Yes",NA,NA,"Yes","Yes","One year","Bank transfer (automatic)",109.8,1415.425,21.96,"No"
"Female","No",20,"Yes","No",NA,"No","No",NA,NA,44.35,927.15,8.87,"No"
"Male","No",2,"Yes","No","DSL","No","No","Month-to-month","Electronic check",44.45,82.7,8.89,"No"
"Male","No",1,"Yes","No","DSL","No","No","Month-to-month","Mailed check",44.6,44.6,8.92,"No"
"Male","No",45,"Yes","Yes","Fiber optic","No","No","Month-to-month","Mailed check",84.55,3713.95,16.91,"No"
"Female","No",10,"Yes","Yes","Fiber optic","No","Yes","Month-to-month","Electronic check",94.85,953.45,18.97,"Yes"
"Male","No",1,"Yes","Yes","Fiber optic",NA,"No","Month-to-month","Electronic check",75.75,75.75,15.15,"Yes"
"Male","No",1,"Yes","No","No","No internet service","No internet service","Month-to-month","Mailed check",20.25,20.25,4.05,"No"
"Female","No",1,"Yes","No","Fiber optic","No","No","Month-to-month",NA,73.5,73.5,14.7,"Yes"
"Male","No",44,"Yes","Yes","Fiber optic","Yes","Yes","One year","Electronic check",108.45,7076.35,21.69,"No"
"Male","Yes",18,"Yes","No","Fiber optic","Yes","No","Month-to-month",NA,87.9,1500.5,17.58,"No"
"Male","No",44,"Yes","Yes","Fiber optic","No","Yes","One year","Electronic check",93.55,6069.25,18.71,"No"
"Female","No",50,"Yes","No","No","No internet service","No internet service","One year","Mailed check",19.35,1033,3.87,"No"
"Female","Yes",55,"Yes","No","No","No internet service","No internet service","Two year","Mailed check",20.3,1415.425,4.06,"No"
"Female","Yes",72,"Yes","Yes","DSL","Yes","No",NA,"Mailed check",74.55,5430.65,14.91,"No"
"Female","No",59,"Yes","No","Fiber optic","Yes","Yes","Two year",NA,95.8,1415.425,19.16,"No"
"Female","Yes",12,"Yes","Yes","Fiber optic","Yes","Yes","Month-to-month","Credit card (automatic)",104.5,1415.425,20.9,"No"
"Male","No",40,"Yes","Yes","Fiber optic","Yes","Yes",NA,"Bank transfer (automatic)",104.8,1415.425,20.96,"Yes"
"Female","Yes",10,"Yes","Yes","No","No internet service","No internet service","Two year","Credit card (automatic)",26.1,225.55,5.22,"No"
"Female","No",13,"No","No phone service","DSL","No",NA,"Month-to-month","Electronic check",23.9,1415.425,4.78,NA
"Male","No",66,"Yes","Yes","Fiber optic","Yes","Yes","Month-to-month","Credit card (automatic)",105,1415.425,21,"Yes"
"Female","No",7,"Yes","No","DSL","No","No","Month-to-month","Bank transfer (automatic)",50.3,355.1,10.06,"No"
"Male","No",10,"Yes","No","No","No internet service","No internet service","Month-to-month","Electronic check",21.2,222.65,4.24,"No"
"Male","No",52,"Yes","Yes","Fiber optic","No","No","Month-to-month","Bank transfer (automatic)",72.95,3829.75,14.59,"No"
"Female","No",40,"Yes","Yes","Fiber optic","Yes","Yes","Month-to-month","Credit card (automatic)",104.5,4036.85,20.9,"Yes"
"Female","Yes",9,"Yes","No","Fiber optic",NA,NA,NA,"Bank transfer (automatic)",93,870.25,18.6,"No"
"Male","No",2,"Yes","No","DSL","No",NA,"Month-to-month","Bank transfer (automatic)",46.6,87.9,9.32,"No"
"Male","Yes",49,"Yes",NA,"Fiber optic","Yes","No","One year","Electronic check",93.65,4520.15,18.73,"No"
"Male","No",14,"No","No phone service","DSL","Yes","Yes","Month-to-month","Electronic check",46.35,667.7,9.27,"Yes"
"Female","No",29,"Yes","No","No","No internet service","No internet service",NA,"Electronic check",19.55,61.05,3.91,"No"
"Female","Yes",72,"Yes","Yes","DSL","Yes","Yes","Two year","Bank transfer (automatic)",70.3,5468.45,14.05,"No"
"Male","No",16,"Yes","No","Fiber optic","No","No","Month-to-month","Electronic check",69.65,1043.3,13.93,"No"
"Male","No",44,"Yes","Yes","Fiber optic","Yes","No","One year","Electronic check",86.9,4939.25,17.38,"No"
"Male","No",67,"No","No phone service","No","No internet service","No","One year","Bank transfer (automatic)",49.35,3321.35,9.87,"No"
"Female","Yes",1,"Yes","No","Fiber optic","No","No","Month-to-month","Electronic check",70.6,70.6,14.12,"Yes"
"Female","No",1,"Yes","No","Fiber optic","No","No","Month-to-month","Electronic check",74.7,74.7,14.94,"Yes"
"Female","No",5,"Yes",NA,"Fiber optic","No","No","Month-to-month","Electronic check",80.7,374.8,16.14,"No"
"Female","No",71,"Yes","Yes","No","No internet service","No internet service","Two year","Credit card (automatic)",25.05,1873.7,5.01,NA
"Male","No",12,NA,"No","DSL","No",NA,"Month-to-month","Bank transfer (automatic)",70.3,593.05,14.05,"No"
"Male","No",52,"Yes","Yes","Fiber optic",NA,"Yes","Month-to-month","Electronic check",104.2,1415.425,20.84,"Yes"
"Female","Yes",25,"Yes","Yes","Fiber optic","No","Yes","Month-to-month","Electronic check",89.1,2368.4,17.82,"Yes"
"Female","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Two year",NA,112.1,1415.425,22.42,"No"
"Male","No",30,"Yes","No","Fiber optic","No",NA,"Month-to-month","Mailed check",79.65,2365.15,15.93,"Yes"
"Male","Yes",62,"Yes","No","No","No internet service","No internet service","Two year","Bank transfer (automatic)",20.45,1297.35,4.09,"No"
"Female","No",1,"Yes","Yes","No","No","No internet service","Month-to-month","Electronic check",70.3,60.15,14.05,NA
"Female","No",60,NA,NA,NA,"No","Yes","Month-to-month","Credit card (automatic)",94.1,5475.9,18.82,"No"
"Female","Yes",49,"Yes","Yes","Fiber optic","Yes","Yes","Month-to-month",NA,95.6,4783.5,19.12,"Yes"
"Female","Yes",12,"Yes","Yes","DSL","No","Yes","Month-to-month","Credit card (automatic)",79.9,3326.2,15.98,"Yes"
"Male","Yes",60,"Yes","Yes","DSL","Yes","Yes","Two year","Electronic check",84.95,4984.85,16.99,NA
"Female","No",3,"Yes","No","No","No internet service","No internet service","Month-to-month","Mailed check",20,63.6,4,"No"
"Female","No",12,"No","No phone service","DSL","No","No","Month-to-month",NA,25.05,56.35,5.01,"Yes"
"Male","No",40,"Yes","No","DSL",NA,"Yes","One year","Electronic check",70.3,2283.3,14.05,"No"
"Female","No",12,"Yes","No","Fiber optic","No",NA,"Month-to-month","Electronic check",75.15,525,15.03,"No"
"Female","No",69,"Yes","No","DSL","Yes","Yes","Two year","Credit card (automatic)",82.45,5555.3,16.49,"No"
"Female","No",14,"No","No phone service","DSL","No","No","Two year",NA,39.7,692.35,7.94,"No"
"Male","No",12,"No","No phone service","DSL","No","No","Month-to-month",NA,25.05,25.05,5.01,"Yes"
"Female","Yes",23,"Yes","No","No","No internet service","No internet service",NA,NA,20.4,478.75,4.08,"No"
"Female","Yes",16,NA,"No","Fiber optic","No","No",NA,"Bank transfer (automatic)",73.25,1195.75,14.65,"No"
"Female","Yes",70,"Yes","No","No","No internet service","No internet service","Two year","Mailed check",19.2,1401.4,3.84,"No"
"Female","Yes",50,"Yes",NA,"Fiber optic","No","No","Month-to-month","Bank transfer (automatic)",69.75,3557.7,13.95,"No"
"Male","Yes",5,NA,"No","No","No internet service","No internet service","One year","Mailed check",20.1,85.1,4.02,"No"
"Female","Yes",72,"Yes","Yes",NA,"Yes","No","Two year","Bank transfer (automatic)",95.9,6954.15,19.18,NA
"Female","No",5,"Yes","No","Fiber optic","No","Yes",NA,"Electronic check",78.95,378.4,15.79,"Yes"
"Male","No",29,"No","No phone service","DSL","Yes",NA,NA,"Credit card (automatic)",64.05,3886.85,12.81,"No"
"Female","No",50,"Yes","Yes","Fiber optic","Yes","Yes",NA,"Electronic check",100.65,5189.75,20.13,"No"
"Female","No",53,NA,"No","No","No internet service","No internet service","Two year",NA,19.85,1049.6,3.97,"No"
"Female","No",23,"Yes","Yes","Fiber optic","Yes","Yes","Month-to-month","Credit card (automatic)",98.7,2249.1,19.74,"No"
"Female","Yes",56,"Yes","No","Fiber optic","Yes","Yes","One year","Bank transfer (automatic)",88.9,4968,17.78,"No"
"Male","Yes",64,"Yes","No","No","No internet service","No internet service","Two year",NA,70.3,454,14.05,"No"
"Female","Yes",29,"Yes","Yes","Fiber optic","Yes","Yes",NA,"Bank transfer (automatic)",109.1,4454.25,21.82,"No"
"Female","No",3,"Yes","Yes","Fiber optic","No",NA,"Month-to-month","Electronic check",70.3,256.6,14.05,"Yes"
"Male","Yes",21,"Yes","Yes",NA,"Yes",NA,"One year","Bank transfer (automatic)",75.9,1549.75,15.18,"No"
"Male","Yes",72,"Yes","Yes","Fiber optic","No","Yes","Two year","Credit card (automatic)",103.95,1415.425,20.79,"No"
"Female","Yes",70,NA,"No","No","No internet service","No internet service","Two year","Bank transfer (automatic)",19.8,1378.75,3.96,"No"
"Male","Yes",58,"Yes","No","No","No internet service","No internet service","Two year","Mailed check",19.85,1158.85,3.97,"No"
"Female","No",20,"Yes","No","Fiber optic","No","No",NA,"Mailed check",81,1683.7,16.2,"No"
"Male","No",39,"Yes",NA,"Fiber optic","Yes","Yes","Two year","Electronic check",100.45,3801.7,20.09,"No"
"Male","No",2,"Yes","No","Fiber optic","No","Yes","Month-to-month",NA,95.1,180.25,19.02,"Yes"
"Male","No",1,"No","No phone service","DSL","No","Yes","Month-to-month","Electronic check",35.45,35.45,7.09,"Yes"
"Male","No",35,"Yes","Yes","DSL","No","No","Month-to-month","Electronic check",59.6,1415.425,11.92,"No"
"Male","Yes",40,"No","No phone service","DSL","Yes","Yes","One year","Mailed check",60.3,2448.5,12.06,"No"
"Female","No",2,"No","No phone service","DSL","No","No","Month-to-month",NA,70.3,59.05,14.05,"Yes"
"Male","No",34,"Yes","Yes","Fiber optic","Yes","Yes","Month-to-month","Electronic check",100.85,3527.3,20.17,"No"
"Female","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Two year","Credit card (automatic)",97.7,6869.7,19.54,NA
"Female","No",12,"Yes","No","No","No internet service","No internet service","Month-to-month","Mailed check",19.9,320.45,3.98,"No"
"Female","Yes",27,"Yes",NA,"No","No internet service","No internet service","Month-to-month","Mailed check",19.15,1415.425,3.83,"No"
"Female","Yes",52,"Yes","No","No","No","No internet service","Month-to-month","Bank transfer (automatic)",85.8,4433.3,17.16,"No"
"Male","No",37,"Yes","Yes","Fiber optic","Yes","Yes","One year","Credit card (automatic)",104.5,3778,20.9,"No"
"Female","No",9,"No","No phone service","DSL","Yes","No","Month-to-month","Mailed check",70.3,328.95,14.05,"Yes"
"Female","Yes",67,"Yes","Yes","Fiber optic",NA,"Yes","One year","Bank transfer (automatic)",100.25,6689,20.05,"No"
"Female","No",9,"Yes","Yes","Fiber optic","Yes",NA,"Month-to-month",NA,94.75,889.9,18.95,"Yes"
"Male","No",25,"Yes","Yes","Fiber optic","No","Yes","One year","Electronic check",89.05,2177.45,17.81,"Yes"
"Female","No",40,"No","No phone service","DSL","Yes","Yes","One year","Bank transfer (automatic)",54.55,2236.2,10.91,NA
"Female","Yes",24,"No","No phone service","DSL","No",NA,"Two year","Mailed check",52.5,1208.15,10.5,"No"
"Female","No",1,"Yes","No","DSL","No","No","Month-to-month","Mailed check",45.4,45.4,9.08,"Yes"
"Male","No",54,"Yes","No","No","No internet service","No internet service","Two year",NA,20,1149.65,4,"No"
"Male","Yes",1,NA,"No","No","No internet service","No internet service","Month-to-month","Mailed check",19.2,1415.425,3.84,"No"
"Male","No",53,"Yes","Yes",NA,"Yes","Yes","Month-to-month","Electronic check",103.85,5485.5,20.77,"Yes"
"Female","No",47,"Yes","Yes","Fiber optic","Yes","No","Month-to-month","Electronic check",70.3,4533.7,14.05,"Yes"
"Male","Yes",31,"Yes","No","DSL","No",NA,"Month-to-month","Mailed check",54.35,1647,10.87,"No"
"Male","No",42,"Yes","Yes",NA,"No","Yes","One year","Electronic check",99,1415.425,19.8,"No"
"Female","Yes",44,NA,"No","Fiber optic","Yes","Yes","One year","Bank transfer (automatic)",105.2,4822.85,21.04,"Yes"
"Male","Yes",55,"Yes","No","No","No internet service","No internet service","Two year","Mailed check",20.5,1177.95,4.1,"No"
"Male","No",29,"Yes","Yes","Fiber optic",NA,"Yes","Month-to-month",NA,84.3,2357.75,16.86,"No"
"Male","No",72,"Yes","Yes","Fiber optic","No","Yes","Two year","Credit card (automatic)",102.65,7550.3,20.53,"No"
"Female","No",30,NA,"No","DSL","Yes","Yes","One year","Bank transfer (automatic)",85.35,2530.4,17.07,"Yes"
"Male","No",5,NA,"No","DSL","No",NA,"Month-to-month","Electronic check",49.2,216.9,9.84,"Yes"
"Female","No",12,"Yes","No","No","No internet service","No internet service","Month-to-month","Mailed check",19.85,57.2,3.97,"No"
"Female","Yes",59,"Yes","No","No","No internet service","No internet service","Two year","Mailed check",20.6,1286,4.12,"No"
"Female","No",30,"Yes","Yes","Fiber optic","Yes","No","Month-to-month","Electronic check",90.05,2627.2,18.01,"No"
"Male","No",58,"Yes","No","DSL",NA,NA,NA,"Credit card (automatic)",50.3,1415.425,10.06,"No"
"Female","No",3,NA,NA,"No","No internet service","No internet service",NA,"Mailed check",20,61.7,4,"No"
"Female","No",72,"Yes","Yes",NA,"Yes","Yes","Two year","Electronic check",97.85,6841.3,19.57,"No"
"Female","No",13,"No","No phone service","DSL","Yes",NA,"Month-to-month","Electronic check",49.15,649.4,9.83,"No"
"Female","No",1,"Yes","No","No","No internet service","No internet service","Month-to-month","Mailed check",19.65,1415.425,3.93,"Yes"
"Female","No",2,"Yes","No","No","No internet service","No internet service","Month-to-month","Bank transfer (automatic)",18.75,53.15,3.75,"No"
"Female","Yes",45,"Yes","Yes","No","No internet service","No internet service","Two year","Credit card (automatic)",24.65,1415.425,4.93,"No"
"Male","Yes",62,"Yes","No","Fiber optic","No","No","One year","Credit card (automatic)",70.3,4983.05,14.05,NA
"Female","No",4,"No","No phone service","DSL","No","No","Month-to-month","Electronic check",25.15,1415.425,5.03,NA
"Male","Yes",35,"Yes","No","No","No internet service","No internet service","One year","Bank transfer (automatic)",20.05,746.75,4.01,"No"
"Male","No",66,"No","No phone service","DSL","No","No","Two year","Mailed check",47.4,3177.25,9.48,"No"
"Female","No",2,"Yes","No","DSL","No","No",NA,NA,44.9,111.05,8.98,"No"
"Female","Yes",19,"Yes","Yes","Fiber optic","No","Yes",NA,NA,89.35,1686.85,17.87,"No"
"Male","No",1,NA,"No","No","No internet service","No internet service","Month-to-month","Mailed check",19.55,1415.425,3.91,"Yes"
"Male","No",23,"Yes","No",NA,"Yes","Yes","One year","Credit card (automatic)",99.95,2292.75,19.99,"No"
"Male","No",8,"Yes","Yes",NA,"Yes","No",NA,"Electronic check",59.25,436.6,11.85,"No"
"Female","Yes",64,"Yes","No","DSL","Yes","Yes","Two year",NA,84.75,2839.45,16.95,"No"
"Female","Yes",56,"Yes","Yes","DSL","Yes","No",NA,"Credit card (automatic)",70.3,4620.4,14.05,"No"
