"gender","Dependents","tenure","PhoneService","InternetService","StreamingTV","Contract","PaymentMethod","MonthlyCharges","Churn"
"Female","No",20,"Yes","No","No internet service","Month-to-month","Mailed check",20.35,"No"
"Male","No",1,"Yes","DSL","Yes","Month-to-month","Mailed check",45.85,"Yes"
"Male","Yes",32,"Yes","DSL","Yes","One year","Credit card (automatic)",83.7,"No"
"Female","Yes",72,"Yes","No","No internet service","Month-to-month","Bank transfer (automatic)",70.3,"No"
"Female","No",32,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",93.2,"Yes"
"Female","No",64,"Yes","Fiber optic","Yes","Two year","Electronic check",108.4,"No"
"Male","Yes",62,"Yes","DSL","No","One year","Bank transfer (automatic)",56.15,"No"
"Male","No",64,"Yes","DSL","Yes","Two year","Credit card (automatic)",86.55,"No"
"Female","No",1,"Yes","DSL","No","Month-to-month","Electronic check",44.1,"Yes"
"Female","No",57,"No","DSL","No","Month-to-month","Bank transfer (automatic)",49.9,"No"
"Female","No",1,"Yes","No","No internet service","Month-to-month","Mailed check",19.5,"No"
"Male","No",3,"Yes","No","No internet service","Month-to-month","Mailed check",70.3,"No"
"Male","No",71,"Yes","Fiber optic","Yes","Two year","Credit card (automatic)",108.6,"Yes"
"Female","Yes",10,"Yes","DSL","Yes","Month-to-month","Electronic check",54.25,"No"
"Female","Yes",72,"Yes","No","No internet service","Two year","Mailed check",20.7,"No"
"Male","Yes",28,"Yes","No","No internet service","Month-to-month","Electronic check",20.3,"No"
"Female","Yes",18,"Yes","DSL","Yes","Month-to-month","Mailed check",70.3,"No"
"Male","Yes",60,"Yes","DSL","Yes","One year","Bank transfer (automatic)",65.85,"No"
"Female","Yes",41,"Yes","No","No internet service","Two year","Bank transfer (automatic)",19.7,"No"
"Male","Yes",1,"No","DSL","No","Month-to-month","Electronic check",24.75,"Yes"
"Female","No",12,"Yes","No","No internet service","Month-to-month","Mailed check",20,"No"
"Female","No",66,"Yes","DSL","Yes","Two year","Electronic check",59.75,"No"
"Female","No",36,"Yes","Fiber optic","No","Month-to-month","Bank transfer (automatic)",74.9,"No"
"Female","Yes",12,"Yes","Fiber optic","No","Month-to-month","Bank transfer (automatic)",99.7,"Yes"
"Female","Yes",44,"Yes","No","No internet service","One year","Mailed check",20.05,"No"
"Male","No",15,"Yes","No","No internet service","Month-to-month","Electronic check",20,"Yes"
"Male","No",1,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",94,"Yes"
"Male","Yes",64,"Yes","DSL","No","Two year","Credit card (automatic)",64.05,"No"
"Male","No",3,"Yes","No","Yes","One year","Electronic check",70.3,"No"
"Female","Yes",63,"Yes","Fiber optic","Yes","Two year","Credit card (automatic)",98,"No"
"Female","No",49,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",84.5,"Yes"
"Female","No",29,"Yes","DSL","No","Month-to-month","Bank transfer (automatic)",53.8,"No"
"Male","No",67,"No","DSL","Yes","Two year","Electronic check",43.9,"No"
"Female","No",72,"Yes","DSL","Yes","Month-to-month","Credit card (automatic)",110.65,"No"
"Male","No",64,"Yes","DSL","Yes","Two year","Bank transfer (automatic)",86.7,"No"
"Male","No",32,"Yes","Fiber optic","No","Month-to-month","Bank transfer (automatic)",85.65,"No"
"Male","No",50,"Yes","DSL","No","Two year","Bank transfer (automatic)",69.5,"No"
"Male","No",7,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",90.45,"Yes"
"Male","No",1,"Yes","DSL","No","Month-to-month","Mailed check",45.7,"Yes"
"Male","No",10,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",98.5,"Yes"
"Female","No",56,"Yes","No","No internet service","Two year","Bank transfer (automatic)",19.7,"No"
"Female","No",72,"Yes","Fiber optic","Yes","Two year","Bank transfer (automatic)",70.3,"No"
"Male","No",9,"Yes","No","No internet service","One year","Electronic check",20.15,"No"
"Male","No",13,"No","DSL","No","Month-to-month","Bank transfer (automatic)",25.15,"No"
"Female","No",2,"Yes","DSL","No","Month-to-month","Mailed check",54.35,"No"
"Male","No",44,"Yes","Fiber optic","No","One year","Electronic check",93.55,"No"
"Female","Yes",4,"Yes","No","No internet service","Month-to-month","Bank transfer (automatic)",20.05,"No"
"Male","Yes",61,"Yes","DSL","Yes","Two year","Mailed check",69.9,"No"
"Male","Yes",54,"Yes","Fiber optic","Yes","One year","Electronic check",70.3,"No"
"Female","No",21,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",97.35,"Yes"
"Female","No",7,"Yes","No","Yes","Month-to-month","Bank transfer (automatic)",25.05,"No"
"Male","Yes",19,"No","DSL","No","Month-to-month","Mailed check",24.85,"No"
"Female","Yes",34,"Yes","DSL","Yes","Two year","Credit card (automatic)",67.65,"No"
"Female","No",1,"Yes","No","No internet service","Month-to-month","Mailed check",20.4,"Yes"
"Female","No",1,"Yes","DSL","No","Month-to-month","Mailed check",70.3,"No"
"Male","No",22,"Yes","DSL","No","Month-to-month","Electronic check",70.3,"No"
"Female","Yes",11,"No","DSL","No","Month-to-month","Electronic check",29.6,"No"
"Female","No",43,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",101,"Yes"
"Male","Yes",64,"Yes","No","No internet service","Two year","Mailed check",24.55,"No"
"Female","No",72,"Yes","Fiber optic","Yes","Two year","Credit card (automatic)",108.05,"No"
"Female","No",18,"Yes","Fiber optic","No","Month-to-month","Electronic check",74.15,"No"
"Female","No",15,"Yes","No","No internet service","Month-to-month","Credit card (automatic)",25.4,"Yes"
"Male","No",8,"Yes","DSL","Yes","Month-to-month","Electronic check",66.65,"No"
"Male","Yes",28,"Yes","Fiber optic","Yes","One year","Bank transfer (automatic)",100.35,"No"
"Male","Yes",58,"Yes","Fiber optic","Yes","One year","Bank transfer (automatic)",105.05,"No"
"Female","No",65,"Yes","DSL","No","Month-to-month","Mailed check",55.15,"No"
"Male","No",2,"Yes","No","No internet service","Month-to-month","Electronic check",19.9,"No"
"Male","No",70,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",102.95,"Yes"
"Male","No",29,"Yes","Fiber optic","Yes","Month-to-month","Credit card (automatic)",98.8,"No"
"Male","No",12,"Yes","Fiber optic","No","Month-to-month","Credit card (automatic)",74.2,"Yes"
"Male","Yes",22,"Yes","DSL","Yes","One year","Bank transfer (automatic)",67.5,"Yes"
"Female","No",12,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",95.35,"Yes"
"Female","No",44,"Yes","No","No internet service","One year","Mailed check",20.35,"No"
"Female","Yes",12,"Yes","DSL","Yes","Month-to-month","Electronic check",55.15,"Yes"
"Female","No",1,"Yes","Fiber optic","No","Month-to-month","Electronic check",68.65,"Yes"
"Male","No",17,"Yes","No","No internet service","Two year","Mailed check",19.15,"No"
"Female","No",62,"Yes","DSL","Yes","Two year","Electronic check",84.95,"No"
"Female","No",8,"Yes","No","No internet service","Month-to-month","Electronic check",19.65,"Yes"
"Male","No",12,"Yes","No","No internet service","Month-to-month","Electronic check",19.35,"No"
"Male","Yes",6,"Yes","No","No internet service","Month-to-month","Mailed check",26.35,"No"
"Female","No",1,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",85.45,"Yes"
"Female","No",3,"Yes","No","No internet service","Month-to-month","Electronic check",70.3,"No"
"Male","No",11,"Yes","DSL","Yes","One year","Electronic check",70.3,"No"
"Male","No",8,"Yes","DSL","No","Month-to-month","Mailed check",45.15,"Yes"
"Male","No",56,"Yes","Fiber optic","Yes","Month-to-month","Mailed check",105.35,"No"
"Male","No",49,"Yes","DSL","No","Month-to-month","Electronic check",70.3,"No"
"Male","No",24,"Yes","DSL","No","Month-to-month","Credit card (automatic)",54.8,"No"
"Female","Yes",29,"Yes","No","No internet service","Month-to-month","Bank transfer (automatic)",19.8,"No"
"Male","No",44,"Yes","No","No","One year","Electronic check",71.75,"No"
"Male","Yes",72,"Yes","Fiber optic","Yes","Two year","Bank transfer (automatic)",105.55,"No"
"Female","No",15,"Yes","Fiber optic","No","Month-to-month","Mailed check",74.45,"Yes"
"Male","No",2,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",95.85,"Yes"
"Female","Yes",70,"Yes","Fiber optic","Yes","Two year","Credit card (automatic)",111.95,"No"
"Male","Yes",61,"Yes","No","No internet service","One year","Mailed check",70.3,"No"
"Male","No",57,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",90.65,"No"
"Female","No",11,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",70.2,"No"
"Male","Yes",6,"Yes","DSL","Yes","Month-to-month","Mailed check",60.9,"No"
"Male","Yes",57,"Yes","Fiber optic","No","Month-to-month","Electronic check",74.3,"No"
"Female","Yes",36,"Yes","DSL","Yes","Month-to-month","Credit card (automatic)",70.3,"No"
"Male","No",29,"Yes","DSL","No","Month-to-month","Credit card (automatic)",75.5,"No"
"Female","No",37,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",99.5,"Yes"
"Female","No",5,"Yes","Fiber optic","No","Month-to-month","Electronic check",69.95,"Yes"
"Female","No",49,"Yes","Fiber optic","Yes","Two year","Credit card (automatic)",106.65,"No"
"Female","No",2,"Yes","DSL","Yes","Month-to-month","Electronic check",60.85,"No"
"Female","Yes",64,"Yes","Fiber optic","Yes","Two year","Bank transfer (automatic)",105.35,"No"
"Female","No",72,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",70.3,"No"
"Female","No",66,"Yes","Fiber optic","Yes","One year","Electronic check",70.3,"No"
"Male","No",2,"Yes","Fiber optic","No","Month-to-month","Electronic check",74.2,"No"
"Male","No",9,"Yes","No","No internet service","One year","Electronic check",19.9,"No"
"Female","Yes",64,"Yes","Fiber optic","Yes","Two year","Credit card (automatic)",110.9,"No"
"Female","Yes",65,"Yes","No","No internet service","Two year","Credit card (automatic)",99.05,"No"
"Male","No",11,"Yes","Fiber optic","No","Month-to-month","Electronic check",74.95,"Yes"
"Female","No",37,"Yes","Fiber optic","No","Month-to-month","Bank transfer (automatic)",91.2,"No"
"Male","No",12,"Yes","Fiber optic","Yes","Month-to-month","Mailed check",99.95,"Yes"
"Female","Yes",13,"Yes","No","No internet service","Two year","Bank transfer (automatic)",19.75,"No"
"Female","Yes",67,"Yes","Fiber optic","No","One year","Credit card (automatic)",94.35,"Yes"
"Female","No",40,"Yes","DSL","Yes","Month-to-month","Credit card (automatic)",56.6,"No"
"Male","No",8,"Yes","Fiber optic","No","Month-to-month","Electronic check",70.3,"Yes"
"Male","Yes",12,"Yes","DSL","No","Month-to-month","Electronic check",69.1,"No"
"Male","No",45,"Yes","Fiber optic","Yes","One year","Bank transfer (automatic)",102.15,"No"
"Female","No",7,"Yes","DSL","Yes","Month-to-month","Bank transfer (automatic)",81.25,"No"
"Male","No",66,"Yes","No","No internet service","Two year","Electronic check",25.1,"No"
"Female","No",1,"No","DSL","No","Month-to-month","Mailed check",70.3,"Yes"
"Female","Yes",72,"Yes","DSL","Yes","Two year","Bank transfer (automatic)",80.85,"No"
"Female","No",7,"Yes","Fiber optic","No","Month-to-month","Bank transfer (automatic)",76.45,"Yes"
"Female","Yes",44,"Yes","Fiber optic","Yes","One year","Credit card (automatic)",106,"No"
"Male","No",68,"Yes","Fiber optic","Yes","One year","Electronic check",101.35,"No"
"Female","No",26,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",91.25,"Yes"
"Male","No",44,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",100.55,"Yes"
"Female","Yes",4,"Yes","No","No internet service","Month-to-month","Mailed check",20.85,"No"
"Female","No",1,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",78.45,"Yes"
"Male","No",48,"Yes","DSL","Yes","Two year","Electronic check",78.9,"No"
"Female","No",72,"Yes","DSL","Yes","One year","Credit card (automatic)",109.15,"No"
"Male","No",51,"Yes","No","No internet service","Two year","Mailed check",20.45,"No"
"Male","Yes",72,"Yes","DSL","Yes","Two year","Credit card (automatic)",70.3,"No"
"Male","Yes",8,"Yes","Fiber optic","Yes","Month-to-month","Credit card (automatic)",80.45,"Yes"
"Male","No",64,"Yes","Fiber optic","Yes","One year","Credit card (automatic)",104.65,"No"
"Male","Yes",72,"Yes","DSL","No","Two year","Bank transfer (automatic)",69.85,"No"
"Male","Yes",1,"Yes","Fiber optic","No","Month-to-month","Electronic check",74.35,"Yes"
"Female","No",44,"Yes","Fiber optic","Yes","One year","Mailed check",98.6,"No"
"Male","No",59,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",113.75,"No"
"Female","Yes",67,"Yes","DSL","Yes","Two year","Electronic check",75.5,"No"
"Female","No",41,"No","DSL","No","One year","Mailed check",70.3,"No"
"Female","No",12,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",113.6,"Yes"
"Male","Yes",64,"Yes","No","No internet service","Two year","Mailed check",70.3,"No"
"Female","No",64,"Yes","Fiber optic","Yes","Two year","Credit card (automatic)",105.85,"No"
"Female","No",1,"Yes","DSL","Yes","Month-to-month","Electronic check",53.95,"Yes"
"Female","Yes",44,"Yes","DSL","Yes","One year","Credit card (automatic)",78.35,"No"
"Male","Yes",43,"Yes","DSL","No","Month-to-month","Bank transfer (automatic)",34,"No"
"Female","No",44,"Yes","No","No internet service","One year","Mailed check",19.3,"No"
"Male","Yes",23,"No","DSL","No","Month-to-month","Bank transfer (automatic)",30.35,"No"
"Female","Yes",16,"Yes","DSL","No","Two year","Bank transfer (automatic)",68.25,"No"
"Male","No",22,"Yes","No","No internet service","One year","Mailed check",20.3,"No"
"Female","No",1,"Yes","DSL","No","Month-to-month","Electronic check",49.95,"No"
"Female","Yes",10,"No","DSL","Yes","Month-to-month","Electronic check",36.25,"No"
"Male","No",13,"Yes","DSL","Yes","Month-to-month","Electronic check",76.2,"No"
"Female","No",46,"Yes","Fiber optic","No","One year","Electronic check",94.15,"No"
"Male","No",1,"Yes","DSL","No","Month-to-month","Mailed check",45.8,"No"
"Male","No",24,"Yes","Fiber optic","No","Month-to-month","Bank transfer (automatic)",84.85,"No"
"Female","No",1,"No","DSL","Yes","Month-to-month","Electronic check",34.7,"Yes"
"Male","No",3,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",107.95,"No"
"Male","Yes",69,"Yes","Fiber optic","No","Two year","Electronic check",79.2,"No"
"Male","Yes",38,"Yes","Fiber optic","No","Month-to-month","Mailed check",80.45,"No"
"Female","Yes",11,"Yes","Fiber optic","No","Month-to-month","Credit card (automatic)",70.3,"No"
"Female","No",12,"Yes","DSL","No","Month-to-month","Mailed check",59.8,"No"
"Female","No",6,"No","DSL","Yes","Month-to-month","Electronic check",44.4,"No"
"Female","Yes",72,"No","DSL","Yes","Two year","Electronic check",60,"No"
"Male","No",12,"Yes","Fiber optic","Yes","Month-to-month","Bank transfer (automatic)",70.3,"Yes"
"Male","Yes",66,"Yes","DSL","Yes","Two year","Credit card (automatic)",79.5,"No"
"Male","Yes",12,"No","DSL","Yes","Month-to-month","Credit card (automatic)",25,"No"
"Male","No",33,"Yes","DSL","No","Two year","Bank transfer (automatic)",80.6,"No"
"Male","Yes",64,"Yes","DSL","No","Two year","Credit card (automatic)",58.2,"No"
"Male","No",36,"Yes","DSL","Yes","One year","Mailed check",65.4,"Yes"
"Female","No",25,"No","DSL","Yes","Month-to-month","Bank transfer (automatic)",70.3,"Yes"
"Male","Yes",32,"Yes","Fiber optic","Yes","One year","Electronic check",90.8,"No"
"Male","Yes",61,"Yes","DSL","No","Two year","Bank transfer (automatic)",68.05,"No"
"Female","No",22,"Yes","Fiber optic","Yes","Month-to-month","Bank transfer (automatic)",74.4,"Yes"
"Male","No",4,"Yes","No","No internet service","One year","Credit card (automatic)",24.1,"No"
"Female","No",72,"Yes","No","No internet service","Two year","Bank transfer (automatic)",21.15,"No"
"Female","Yes",39,"Yes","Fiber optic","Yes","Two year","Mailed check",100.55,"No"
"Female","No",71,"Yes","DSL","Yes","Two year","Bank transfer (automatic)",87.95,"No"
"Female","Yes",44,"Yes","DSL","No","One year","Bank transfer (automatic)",54.15,"No"
"Female","No",13,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",70.3,"Yes"
"Female","Yes",15,"Yes","No","No internet service","One year","Electronic check",20.35,"No"
"Female","No",20,"Yes","Fiber optic","Yes","Month-to-month","Bank transfer (automatic)",89.1,"No"
"Female","No",11,"Yes","DSL","No","Month-to-month","Electronic check",44.05,"Yes"
"Female","No",2,"No","DSL","No","Month-to-month","Electronic check",24.35,"Yes"
"Male","Yes",60,"No","DSL","Yes","Month-to-month","Electronic check",49.75,"No"
"Female","No",13,"Yes","DSL","No","One year","Electronic check",43.8,"No"
"Male","No",14,"Yes","Fiber optic","No","Month-to-month","Electronic check",70.3,"No"
"Female","No",72,"Yes","Fiber optic","Yes","Two year","Electronic check",99.4,"No"
"Male","Yes",5,"Yes","DSL","No","Month-to-month","Credit card (automatic)",55.8,"No"
"Female","No",30,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",101.3,"No"
"Male","Yes",67,"Yes","DSL","No","Two year","Bank transfer (automatic)",65.55,"No"
"Female","Yes",64,"Yes","DSL","Yes","Two year","Electronic check",79.2,"No"
"Male","Yes",69,"Yes","DSL","Yes","Two year","Bank transfer (automatic)",70.3,"No"
"Female","No",5,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",70.3,"No"
"Female","No",39,"No","DSL","No","One year","Bank transfer (automatic)",41.15,"No"
"Female","No",26,"Yes","DSL","No","Month-to-month","Electronic check",66.05,"No"
"Female","No",9,"Yes","Fiber optic","No","Month-to-month","Electronic check",74.85,"No"
"Male","Yes",66,"Yes","DSL","Yes","Two year","Mailed check",84,"No"
"Male","Yes",53,"Yes","DSL","Yes","One year","Mailed check",70.3,"No"
"Male","No",3,"Yes","DSL","Yes","Month-to-month","Mailed check",55.15,"Yes"
"Male","No",37,"Yes","DSL","Yes","One year","Mailed check",79.25,"No"
"Female","Yes",72,"Yes","Fiber optic","Yes","Two year","Bank transfer (automatic)",117.6,"No"
"Female","No",3,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",97.9,"Yes"
"Female","No",71,"Yes","Fiber optic","Yes","One year","Electronic check",105.9,"No"
"Male","No",60,"Yes","No","No internet service","Two year","Mailed check",19.95,"No"
"Female","No",27,"Yes","No","No","Month-to-month","Bank transfer (automatic)",75.2,"Yes"
"Male","Yes",25,"Yes","No","No internet service","One year","Electronic check",19.6,"No"
"Male","No",50,"Yes","DSL","Yes","Two year","Mailed check",79.6,"No"
"Female","No",42,"Yes","DSL","No","Month-to-month","Electronic check",55.65,"No"
"Male","Yes",12,"Yes","Fiber optic","Yes","Month-to-month","Mailed check",70.3,"Yes"
"Male","No",12,"Yes","DSL","No","Month-to-month","Mailed check",72.6,"No"
"Male","Yes",56,"Yes","No","No internet service","One year","Mailed check",21.2,"No"
"Male","No",53,"Yes","Fiber optic","No","Month-to-month","Electronic check",93.9,"Yes"
"Female","No",14,"Yes","Fiber optic","No","Month-to-month","Electronic check",86.3,"Yes"
"Male","No",35,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",95.5,"No"
"Female","No",14,"Yes","Fiber optic","No","Month-to-month","Electronic check",75.35,"Yes"
"Male","No",67,"Yes","DSL","Yes","Two year","Credit card (automatic)",81.35,"No"
"Male","No",70,"No","DSL","No","One year","Bank transfer (automatic)",51.05,"No"
"Female","Yes",72,"Yes","No","No internet service","Two year","Bank transfer (automatic)",20.05,"No"
"Female","No",9,"No","DSL","Yes","Month-to-month","Electronic check",48.75,"Yes"
"Male","No",12,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",105.3,"Yes"
"Male","No",59,"Yes","DSL","No","Month-to-month","Electronic check",70.3,"No"
"Male","No",12,"Yes","Fiber optic","Yes","Month-to-month","Credit card (automatic)",96.9,"No"
"Female","Yes",11,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",70.3,"Yes"
"Female","No",1,"Yes","DSL","No","Month-to-month","Electronic check",45,"No"
"Male","Yes",1,"Yes","DSL","No","Month-to-month","Mailed check",70.3,"No"
"Male","No",29,"Yes","No","No internet service","Month-to-month","Electronic check",89.65,"No"
"Female","No",56,"Yes","Fiber optic","Yes","Two year","Bank transfer (automatic)",99.9,"No"
"Female","Yes",53,"Yes","Fiber optic","Yes","Month-to-month","Bank transfer (automatic)",70.3,"No"
"Female","No",39,"Yes","DSL","Yes","One year","Credit card (automatic)",58.6,"No"
"Male","No",56,"Yes","DSL","No","Month-to-month","Electronic check",86.4,"No"
"Male","Yes",44,"Yes","No","No internet service","One year","Mailed check",23.95,"No"
"Female","Yes",59,"Yes","DSL","Yes","Two year","Credit card (automatic)",90.3,"No"
"Male","No",6,"Yes","Fiber optic","Yes","Month-to-month","Bank transfer (automatic)",87.95,"No"
"Male","Yes",63,"No","DSL","No","One year","Bank transfer (automatic)",40.6,"No"
"Female","No",3,"Yes","DSL","Yes","Month-to-month","Electronic check",63.6,"Yes"
"Female","Yes",39,"Yes","Fiber optic","No","Month-to-month","Bank transfer (automatic)",81.5,"No"
"Female","No",12,"Yes","DSL","No","Month-to-month","Electronic check",84,"Yes"
"Female","No",7,"Yes","Fiber optic","No","Month-to-month","Electronic check",73.85,"Yes"
"Male","No",33,"Yes","Fiber optic","No","Month-to-month","Bank transfer (automatic)",95.3,"No"
"Male","No",61,"Yes","No","No internet service","Two year","Bank transfer (automatic)",70.3,"No"
"Male","No",22,"Yes","Fiber optic","No","Month-to-month","Electronic check",69.7,"No"
"Male","No",52,"Yes","DSL","No","Month-to-month","Bank transfer (automatic)",61.35,"No"
"Male","No",3,"Yes","No","No internet service","One year","Electronic check",19.45,"No"
"Male","Yes",15,"Yes","DSL","Yes","One year","Electronic check",101.9,"No"
"Male","No",63,"Yes","No","No internet service","Two year","Bank transfer (automatic)",70.3,"No"
"Male","No",22,"No","DSL","No","One year","Bank transfer (automatic)",43.75,"Yes"
"Female","No",51,"Yes","DSL","Yes","One year","Electronic check",93.5,"No"
"Male","No",44,"Yes","Fiber optic","Yes","One year","Electronic check",106.05,"No"
"Female","No",29,"Yes","DSL","No","Month-to-month","Bank transfer (automatic)",68.85,"Yes"
"Male","No",47,"Yes","Fiber optic","No","Month-to-month","Bank transfer (automatic)",83.35,"Yes"
"Male","No",52,"Yes","Fiber optic","No","Month-to-month","Credit card (automatic)",70.3,"No"
"Female","Yes",9,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",83.3,"Yes"
"Male","Yes",71,"Yes","DSL","Yes","Two year","Credit card (automatic)",73.35,"No"
"Female","No",4,"No","DSL","No","Month-to-month","Electronic check",24.45,"Yes"
"Male","No",64,"Yes","DSL","No","Two year","Bank transfer (automatic)",70.95,"No"
"Male","No",2,"Yes","No","No internet service","Month-to-month","Mailed check",24.85,"No"
"Male","No",1,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",79.05,"Yes"
"Male","No",13,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",83.2,"Yes"
"Female","No",1,"Yes","No","No internet service","Month-to-month","Mailed check",20.2,"Yes"
"Female","No",4,"Yes","Fiber optic","No","Month-to-month","Bank transfer (automatic)",70.3,"Yes"
"Female","Yes",69,"Yes","Fiber optic","Yes","Two year","Credit card (automatic)",113.25,"No"
"Female","Yes",44,"Yes","Fiber optic","Yes","One year","Credit card (automatic)",99.8,"No"
"Female","No",12,"Yes","Fiber optic","Yes","Month-to-month","Bank transfer (automatic)",70.3,"No"
"Female","No",40,"Yes","No","No internet service","Two year","Mailed check",19.1,"No"
"Male","No",1,"Yes","No","No internet service","Month-to-month","Mailed check",19.3,"Yes"
"Male","No",59,"Yes","DSL","Yes","Month-to-month","Electronic check",64.65,"No"
"Male","No",62,"Yes","Fiber optic","Yes","One year","Electronic check",96.75,"Yes"
"Female","No",54,"Yes","Fiber optic","Yes","One year","Bank transfer (automatic)",115.6,"No"
"Female","No",1,"No","DSL","Yes","Month-to-month","Electronic check",35.75,"Yes"
"Male","No",6,"Yes","DSL","Yes","Month-to-month","Credit card (automatic)",78.65,"No"
"Male","No",18,"No","DSL","No","Month-to-month","Mailed check",33.6,"No"
"Male","No",26,"Yes","Fiber optic","No","Month-to-month","Electronic check",80.5,"Yes"
"Female","No",10,"Yes","Fiber optic","Yes","Month-to-month","Mailed check",84.7,"Yes"
"Male","No",14,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",95.6,"No"
"Male","Yes",28,"Yes","DSL","Yes","Month-to-month","Electronic check",70.3,"No"
"Female","No",72,"Yes","No","Yes","Two year","Credit card (automatic)",25,"No"
"Female","No",43,"Yes","DSL","No","One year","Electronic check",55.45,"No"
"Male","Yes",72,"Yes","DSL","Yes","Two year","Electronic check",104.9,"No"
"Female","No",4,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",95.45,"Yes"
"Male","No",12,"Yes","Fiber optic","No","Month-to-month","Electronic check",85.95,"No"
"Male","Yes",22,"Yes","No","No internet service","One year","Mailed check",19.6,"No"
"Male","No",3,"Yes","Fiber optic","No","Month-to-month","Electronic check",69.65,"Yes"
"Female","No",72,"Yes","Fiber optic","Yes","Two year","Bank transfer (automatic)",103.95,"No"
"Male","Yes",42,"No","DSL","Yes","Two year","Credit card (automatic)",70.3,"No"
"Female","No",2,"Yes","No","No internet service","Month-to-month","Mailed check",70.3,"Yes"
"Female","No",1,"Yes","DSL","No","Month-to-month","Electronic check",45.8,"Yes"
"Male","No",44,"No","DSL","Yes","One year","Mailed check",35.35,"No"
"Female","No",12,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",98.7,"Yes"
"Male","No",12,"Yes","Fiber optic","No","Month-to-month","Bank transfer (automatic)",80.15,"Yes"
"Female","Yes",7,"No","DSL","No","Month-to-month","Bank transfer (automatic)",25.05,"No"
"Female","Yes",21,"Yes","No","No internet service","Month-to-month","Mailed check",20.75,"No"
"Female","No",12,"Yes","No","No internet service","Two year","Electronic check",20.05,"No"
"Female","No",1,"Yes","Fiber optic","No","Month-to-month","Electronic check",70.55,"Yes"
"Female","Yes",12,"Yes","No","No internet service","Month-to-month","Bank transfer (automatic)",70.3,"No"
"Female","No",12,"Yes","Fiber optic","No","Month-to-month","Electronic check",69.25,"Yes"
"Male","No",12,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",94.5,"No"
"Male","No",64,"Yes","Fiber optic","Yes","Two year","Credit card (automatic)",108.55,"No"
"Male","No",58,"Yes","DSL","Yes","One year","Bank transfer (automatic)",99.15,"No"
"Male","No",71,"Yes","Fiber optic","Yes","One year","Electronic check",109.6,"No"
"Female","Yes",15,"Yes","No","No","Month-to-month","Electronic check",46.3,"No"
"Male","No",59,"Yes","DSL","No","Month-to-month","Credit card (automatic)",54.15,"No"
"Male","Yes",37,"No","DSL","No","One year","Electronic check",40.2,"No"
"Female","Yes",37,"Yes","DSL","No","Two year","Bank transfer (automatic)",65.6,"No"
"Female","No",58,"Yes","Fiber optic","No","Month-to-month","Bank transfer (automatic)",79.8,"No"
"Male","No",10,"Yes","No","No internet service","Month-to-month","Mailed check",19.85,"No"
"Male","No",62,"Yes","Fiber optic","No","Month-to-month","Bank transfer (automatic)",90.7,"No"
"Female","No",51,"Yes","No","No internet service","Two year","Electronic check",70.3,"No"
"Male","No",1,"Yes","DSL","No","Month-to-month","Mailed check",55.7,"Yes"
"Female","Yes",9,"Yes","DSL","No","Month-to-month","Mailed check",48.6,"No"
"Male","No",1,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",79.1,"Yes"
"Female","No",11,"Yes","DSL","Yes","Month-to-month","Mailed check",70.5,"No"
"Male","Yes",61,"Yes","Fiber optic","Yes","Month-to-month","Credit card (automatic)",115.1,"No"
"Male","No",31,"Yes","Fiber optic","No","Month-to-month","Electronic check",70.3,"No"
"Female","Yes",12,"Yes","Fiber optic","No","Month-to-month","Electronic check",82.3,"Yes"
